item_id,item_title,avg_price,popularity,n_interactions
21249,woodland  height chart stickers,2.91,482,189
21250,set of skull wall stickers,2.88,111,53
21251,dinosaur height chart sticker set,2.93,229,102
21252,set of meadow  flower stickers,2.74,35,16
21253,set of picture frame  stickers,2.87,96,51
21255,"french bottle , lavender",1.64,130,55
21256,"french bottle, brasserie des artist",1.64,85,35
21257,victorian sewing box medium,7.93,678,361
21258,victorian sewing box large,12.59,584,345
21259,victorian sewing box small,5.92,1071,554
21260,first aid tin,3.24,938,445
21261,green goose feather christmas tree,4.9,104,43
21262,white goose feather christmas tree,3.99,202,81
21263,green goose feather tree 60cm,2.31,95,45
21264,white goose feather tree 60cm,3.07,127,57
21265,pink goose feather tree 60cm,3.09,69,28
21267,vintage pink tinsel reel,2.1,9,4
21268,vintage blue tinsel reel,0.58,97,41
21269,antique cream cutlery shelf,8.5,96,58
21270,antique cream cutlery cupboard,12.75,37,28
21272,salle de bain hook,1.25,570,235
21274,embossed heart 3 drawer shelf,12.73,128,90
21275,zinc top  2 door wooden shelf,11.14,99,48
21276,two embossed heart mini drawers,3.88,73,28
21277,french style embossed heart cabinet,21.63,44,40
21278,vintage kitchen print puddings,2.48,156,70
21279,vintage kitchen print fruits,2.47,121,56
21280,vintage kitchen print vegetables,2.33,121,53
21281,vintage kitchen print seafood,2.32,80,37
21282,natural bark candle large,4.21,124,59
21283,natural bark candle small,3.18,159,69
21284,retro spot candle  small,1.31,260,95
21285,retro spot candle  medium,1.7,188,73
21286,retro spot candle  large,1.86,180,67
21287,scented velvet lounge candle,0.66,243,83
21288,stripey chocolate nesting boxes,2.79,294,130
21289,large stripes chocolate gift bag,1.16,171,60
21291,small spotty chocolate gift bag,0.84,364,126
21292,small stripes chocolate gift bag,0.72,243,82
21293,mirrored dove wall decoration,2.15,102,43
21294,etched glass coaster,0.88,321,118
21298,edwardian 2 drawer wall cabinet,19.38,26,14
21299,edwardian toilet roll unit,8.5,61,29
21300,antique edwardian dresser,16.13,23,11
21303,filigree wall mirror  antique white,12.55,46,26
21304,arched grey mirror,9.34,34,16
21306,set/4 daisy mirror magnets,1.03,116,57
21307,set/4 butterfly mirror magnets,1.71,110,54
21308,louvre vanity mirror,6.97,6,3
21309,louvre chalkboard,9.16,9,5
21310,capiz chandelier,29.95,5,3
21311,set/4 bird mirror magnets,1.13,156,76
21312,large chunky glass roman bowl,4.79,44,20
21313,glass heart t-light holder,0.83,737,260
21314,small glass heart trinket pot,2.09,1876,717
21316,small chunky glass roman  bowl,2.0,84,34
21317,glass sphere candle stand medium,5.31,134,66
21318,glass chalice blue small,1.24,201,78
21319,glass chalice green  small,1.52,125,48
21320,glass chalice green  large,2.22,92,37
21321,glass chalice blue  large,2.48,31,13
21322,glass sphere candle stand large,4.27,33,13
21323,hanging medina lantern large,4.17,104,54
21324,hanging medina lantern small,2.93,285,128
21326,aged glass silver t-light holder,0.64,1573,543
21327,skulls writing set,1.65,666,337
21328,balloons  writing set,1.67,760,380
21329,dinosaurs  writing set,1.66,735,375
21330,woodland animal  writing set,1.65,275,129
21331,moroccan beaten metal dish large,11.84,38,24
21332,moroccan beaten metal mirror,9.47,76,42
21333,classic white frame,2.94,433,197
21335,library lamp,21.54,30,22
21336,gold washbag,2.72,46,24
21337,silver washbag,2.95,16,9
21338,marakesh lantern small,5.79,24,12
21339,marakesh lantern large,19.26,19,13
21340,classic metal birdcage plant holder,12.11,683,384
21341,kasbah lantern with glass,4.62,28,15
21343,gold jewelery box,8.28,7,3
21344,moroccan beaten metal dish,7.91,47,24
21347,gothic carriage lantern,5.95,6,4
21348,pink spots chocolate nesting boxes,2.77,248,116
21349,ivy heart wreath,6.7,253,128
21350,gingham heart wreath,2.94,103,43
21351,cinammon & orange wreath,5.23,290,137
21352,eucalyptus & pinecone  wreath,4.17,203,83
21353,silver sleighbell  wreath,7.95,13,8
21354,toast its - best mum,1.22,435,170
21355,toast its - i love you,1.24,678,282
21356,toast its - fairy flower,1.23,392,182
21357,toast its - dinosaur,1.25,359,169
21358,toast its - happy birthday,1.25,346,158
21359,relax large wood letters,12.91,114,69
21360,joy large wood letters,9.24,135,92
21361,love large wood letters,12.71,362,252
21363,home small wood letters,4.95,576,337
21364,peace small wood letters,6.75,226,144
21365,mirrored wall art stars,1.58,140,62
21366,mirrored wall art photo frames,4.23,44,27
21367,mirrored wall art gents,1.74,72,45
21368,mirrored wall art ladies,1.22,67,39
21369,mirrored wall art splodges,1.99,38,17
21370,mirrored wall art foxy,5.33,24,16
21371,mirrored wall art poppies,1.28,97,41
21372,mirrored wall art table lamp,1.74,66,37
21373,mirrored wall art snowflakes,1.01,144,57
21374,mirrored wall art skulls,2.19,120,61
21375,large camphor wood field mushroom,4.8,56,29
21376,large  tall camphor wood toadstool,4.95,77,38
21377,small camphor wood field  mushroom,1.48,108,43
21378,small tall camphor wood toadstool,1.51,149,57
21379,camphor wood portobello mushroom,1.15,136,52
21380,wooden happy birthday garland,2.96,1287,545
21381,mini wooden happy birthday garland,1.69,890,387
21382,set/4 spring flower decoration,1.9,264,115
21383,pack of 12 sticky bunnies,0.65,482,195
21384,ivory hanging decoration  butterfly,0.85,310,115
21385,ivory hanging decoration  heart,0.85,1382,522
21386,ivory hanging decoration  egg,0.62,227,87
21387,ivory hanging decoration  rabbit,0.85,9,4
21388,ivory hanging decoration  chicken,0.85,75,27
21389,ivory hanging decoration  bird,0.85,526,201
21390,filigris heart with butterfly,1.25,1355,499
21391,french emroidr lavender scent heart,1.47,353,135
21392,red spotty pudding bowl,1.85,101,38
21393,blue  spotty pudding bowl,1.87,105,39
21394,red spotty beaker,0.65,378,132
21395,blue spotty beaker,0.73,278,100
21396,red spotty egg cup,1.24,167,59
21397,blue  spotty egg cup,0.97,320,116
21398,red  spotty coffee  mug,1.35,272,97
21399,blue  spotty  coffee mug,1.08,271,95
21400,red pudding spoon,0.22,178,63
21401,blue pudding spoon,0.25,238,92
21402,red  egg  spoon,0.25,272,103
21403,blue egg  spoon,0.23,294,108
21407,brown check cat doorstop,4.22,593,331
21408,spotty pink duck doorstop,4.14,249,139
21409,spotty cockerel doorstop,4.25,1,1
21410,country cottage  doorstop green,4.23,165,101
21411,gingham heart  doorstop red,4.09,948,512
21412,vintage gold tinsel reel,0.59,107,49
21413,periwinkle t-light holder,1.22,71,34
21414,scallop shell soap dish,2.02,48,21
21415,clam shell small,2.02,127,56
21416,clam shell large,3.58,24,18
21417,cockle shell dish,1.92,139,58
21418,starfish soap dish,2.35,81,36
21419,conch shell,3.43,25,13
21420,oyster trinket box,3.04,44,26
21421,porcelain rose large,1.24,259,91
21422,porcelain rose small,0.87,304,108
21424,woodland storage box large,2.77,159,61
21425,skulls storage box large,2.88,115,58
21426,woodland storage box small,1.91,139,53
21427,skulls storage box small,2.05,149,74
21428,set3 book box green gingham flower,4.19,674,364
21429,red gingham rose jewellery box,1.71,1876,781
21430,set/3 red gingham rose storage box,3.71,1181,581
21431,green gingham flower jewellery box,1.65,509,226
21432,set of 3 cases woodland design,5.9,434,229
21437,24 hanging easter eggs floral tub,3.73,193,103
21438,tub 24 hanging easter eggs spotty,3.73,64,34
21439,basket of toadstools,1.25,395,165
21440,12 mini toadstool pegs,1.25,178,89
21441,blue birdhouse decoration,0.79,207,84
21442,green birdhouse decoration,0.77,203,80
21443,olive chalet birdfeeder,3.69,34,20
21444,blue chalet birdfeeder,3.69,36,20
21445,12 pink rose peg place settings,1.25,243,115
21446,12 red rose peg place settings,1.25,394,190
21447,12 ivory rose peg place settings,1.25,527,233
21448,12 daisy pegs in wood box,1.65,363,181
21450,distressed candle stick white,5.95,6,3
21452,toadstool money box,2.94,782,338
21454,painted pink rabbit,0.85,210,88
21455,painted yellow wooden daisy,0.85,165,67
21456,2 picture book eggs easter chicks,1.24,133,52
21457,2 picture book eggs easter ducks,1.24,118,48
21458,2 picture book eggs easter bunny,1.24,144,57
21459,yellow easter egg hunt start post,1.94,87,37
21460,green easter egg hunt start post,1.95,43,20
21461,blue easter egg hunt start post,1.95,36,19
21462,"nursery a,b,c painted letters",6.38,271,157
21463,mirrored disco ball,5.79,532,280
21464,disco ball rotator battery operated,4.25,374,214
21465,pink flower crochet food cover,3.77,307,157
21466,red flower crochet food cover,3.8,460,241
21467,cherry crochet food cover,3.73,390,214
21468,butterfly crochet food cover,3.8,228,121
21469,polka dot raffia food cover,3.68,372,176
21470,flower vine raffia food cover,3.78,532,269
21471,strawberry raffia food cover,3.73,490,229
21472,ladybird + bee raffia food cover,3.74,486,237
21473,sweetheart cream steel table rect,19.95,131,86
21474,sweetheart cream steel foldin bench,19.95,165,92
21475,sweetheart cream steel foldin chair,14.95,1,1
21476,steel sweetheart round table cream,14.88,110,74
21477,string of 20 rose lights,12.46,63,37
21478,silver skull hot water bottle,3.75,112,77
21479,white skull hot water bottle,3.88,1493,754
21480,pink stripe hot water bottle,2.92,84,39
21481,fawn blue hot water bottle,3.12,1933,840
21482,mushroom blue hot water bottle,2.94,284,137
21484,chick grey hot water bottle,3.62,1401,685
21485,red spot heart hot water bottle,4.92,2590,1242
21486,pink heart dots hot water bottle,3.63,313,170
21488,red white scarf  hot water bottle,3.9,609,306
21489,blue white scarf hot water bottle,3.95,10,6
21490,set of three 50's gift wraps,1.91,91,38
21491,set of three vintage gift wraps,1.93,553,224
21493,vintage design gift tags,0.85,60,23
21494,rotating leaves t-light holder,1.47,600,247
21495,skulls wrap,0.42,1125,375
21496,woodland creatures  wrap,0.42,3,1
21497,fancy fonts birthday wrap,0.42,1448,483
21498,red spots  wrap,0.42,2396,799
21499,blue spots  wrap,0.42,1371,457
21500,pink spots  wrap,0.42,1467,489
21503,toybox  wrap,0.42,190,64
21504,skulls greeting card,0.41,851,285
21506,"fancy font birthday card,",0.42,1636,546
21507,"elephant, birthday card,",0.42,1399,471
21508,vintage kid dolly card,0.42,1218,409
21509,cowboys and indians birthday card,0.42,1481,499
21511,vintage collage  greeting  card,0.42,6,2
21518,bank account  greeting  card,0.42,208,70
21519,gin & tonic diet greeting card,0.41,1307,437
21520,booze & women greeting card,0.42,200,68
21523,fancy font home sweet home doormat,7.44,1810,893
21524,spotty  home sweet home doormat,7.54,1961,1002
21525,beware of the cat doormat,6.75,2,2
21527,retro spot traditional teapot,7.84,1415,737
21528,dairy maid traditional teapot,6.87,378,215
21529,retro spot ceramic toastrack,3.42,236,115
21530,dairy maid ceramic toastrack,1.76,286,133
21531,retro spot sugar jam bowl,2.52,1427,619
21532,dairy maid sugar jam bowl,2.08,149,78
21533,retro spot large milk jug,4.89,1656,853
21534,dairy maid large milk jug,4.91,520,298
21535,retro spot small milk jug,2.54,2340,978
21536,dairy maid  small  milk jug,2.1,125,57
21537,retro spots pudding bowl,4.24,443,233
21538,dairy maid  pudding bowl,3.69,68,44
21539,retro spots butter dish,4.9,1166,593
21540,dairy maid ceramic butter dish,4.19,120,73
21541,dinosaurs water transfer tattoos,0.85,394,149
21542,woodland water transfer tattoos,0.85,386,146
21543,butterfly water transfer tattoos,0.83,31,13
21544,skulls  water transfer tattoos,0.84,997,371
21545,ceramic birdhouse butterfly small,2.89,129,65
21547,ceramic birdhouse crested tit small,2.92,194,92
21548,ceramic birdhouse finch blue roof,2.92,155,78
21549,ceramic birdhouse red roof small,2.9,95,45
21550,ceramic birdhouse crested tit large,5.89,100,59
21551,ceramic birdhouse butterfly large,5.82,36,19
21552,ceramic birdhouse black rose  large,5.86,55,33
21553,ceramic birdhouse finch blue  large,5.88,42,27
21554,ceramic birdhouse red roof large,5.82,31,19
21555,ceramic strawberry trinket tray,2.54,123,51
21556,ceramic strawberry money box,2.54,389,177
21557,set of 6 funky beakers,3.04,277,135
21558,skull lunchbox with cutlery,2.53,1204,537
21559,strawberry lunchbox with cutlery,2.54,2266,967
21561,dinosaur lunchbox with cutlery,2.55,986,444
21562,hawaiian grass skirt,1.56,150,64
21563,red heart shape love bucket,2.85,700,305
21564,pink  heart shape love bucket,2.86,552,255
21576,lets go shopping cotton tote bag,2.27,323,145
21577,save the planet cotton tote bag,2.23,810,332
21578,woodland design  cotton tote bag,2.24,707,280
21579,lolita  design  cotton tote bag,2.14,216,92
21580,rabbit  design  cotton tote bag,2.23,189,89
21581,skulls  design  cotton tote bag,2.15,277,129
21582,kings choice small tube matches,1.65,36,17
21584,retro spot small tube matches,1.65,799,364
21585,swallow small tube matches,1.65,1,1
21586,kings choice giant tube matches,2.51,539,242
21587,cosy hour giant tube matches,2.54,613,266
21588,retro spot giant  tube matches,2.52,628,289
21589,swallow giant tube matches,2.5,207,87
21590,kings choice cigar box matches,1.25,645,289
21591,cosy hour cigar box matches,1.25,801,369
21592,retro spot  cigar box matches,1.19,998,477
21593,swallow cigar box matches,1.25,211,95
21609,set 12 lavender  botanical t-lights,2.92,454,208
21610,set 12 pear botanical t-lights,2.92,189,88
21611,set of 12 lily botanical t-lights,2.94,297,137
21612,set 12 wildflower botanical t-light,2.93,235,98
21613,s/12 vanilla  botanical t-lights,2.94,294,138
21614,set of 12 rose botanical t-lights,2.93,427,181
21615,4 lavender botanical dinner candles,2.18,303,137
21616,4 pear botanical dinner candles,2.35,343,160
21617,4 lily  botanical dinner candles,2.95,303,145
21618,4 wildflower botanical candles,2.78,219,105
21619,4 vanilla botanical candles,2.21,356,169
21620,s/4 rose    botanical  candle,2.38,396,184
21621,vintage union jack bunting,8.5,2345,1135
21622,vintage union jack cushion cover,4.95,1182,556
21623,vintage union jack memoboard,9.77,887,499
21624,vintage union jack doorstop,5.93,630,352
21625,vintage union jack apron,6.96,439,247
21626,vintage union jack pennant,1.95,407,161
21627,elephant carnival pouffe,14.83,79,54
21628,triangular pouffe vintage,14.78,62,40
21629,square floor cushion vintage pink,7.91,81,49
21630,floor cushion elephant carnival,8.89,78,47
21631,hippy chic decorative parasol,10.65,78,42
21632,vintage pink decorative parasol,11.38,51,32
21633,sunflower decorative parasol,11.71,57,34
21634,assorted mini madras notebook,0.93,143,49
21635,madras notebook large,3.06,92,40
21636,madras notebook medium,1.15,230,91
21637,assorted sanskrit mini notebook,1.25,133,45
21638,assorted tutti frutti notebook,2.1,304,121
21639,assorted tutti frutti keyring,0.85,36,13
21640,assorted tutti frutti  fob notebook,0.85,348,144
21641,assorted tutti frutti keyring ball,0.67,127,48
21642,assorted tutti frutti pen,0.62,505,194
21643,assorted tutti frutti mirror,1.24,277,103
21644,assorted tutti frutti heart box,1.25,298,122
21645,assorted tutti frutti round box,1.65,274,116
21647,assorted tutti frutti large purse,2.1,253,113
21648,assorted tutti frutti small purse,1.24,311,122
21649,assorted tutti frutti photo frame,2.92,67,23
21650,assorted tutti frutti bracelet,0.4,291,111
21651,hanging glass etched tealight,1.64,295,108
21652,glass etched t-light holder medium,1.93,206,73
21653,glass etched t-light holder large,2.08,270,104
21654,ridged glass finger bowl,0.84,167,63
21655,hanging ridge glass t-light holder,1.65,193,70
21656,ridged glass posy vase,1.43,231,83
21657,milk bottle with glass stopper,6.92,149,92
21658,glass  beurre dish,3.91,734,352
21659,glass cake stand,14.87,83,56
21661,vintage glass tea caddy,5.92,136,79
21662,vintage glass coffee caddy,5.93,134,79
21663,vintage glass sugar caddy,5.93,43,25
21664,ridged glass storage jar cream lid,3.74,98,55
21665,triangular ridged glass posy holder,0.64,124,43
21666,ridged glass t-light holder,0.64,201,69
21667,glass cake cover and plate,16.6,237,141
21668,red stripe ceramic drawer knob,1.28,1738,621
21669,blue stripe ceramic drawer knob,1.29,1836,652
21670,blue spot ceramic drawer knob,1.27,1632,585
21671,red spot ceramic drawer knob,1.26,1607,571
21672,white spot red ceramic drawer knob,1.27,1773,635
21673,white spot blue ceramic drawer knob,1.27,1610,567
21674,ridged glass pendant lampshade,16.51,20,9
21675,butterflies stickers,0.88,463,161
21676,flowers  stickers,0.88,272,98
21677,hearts  stickers,0.88,563,197
21678,paisley pattern  stickers,0.82,131,46
21679,skulls  stickers,0.85,765,269
21680,woodland  stickers,0.85,434,150
21681,giant medina stamped metal bowl,9.89,130,75
21682,large medina stamped metal bowl,4.98,264,141
21683,medium medina stamped metal bowl,2.94,330,133
21684,small medina stamped metal bowl,0.86,224,89
21685,medina stamped metal tray,14.95,3,2
21686,medina stamped metal stool,39.09,44,29
21687,silver plate candle bowl large,3.73,170,83
21688,silver plate candle bowl small,2.95,312,108
21689,silver vanilla  flower candle pot,3.73,114,57
